major,contig,power,maxdem,mindem,years,class
0,0,0.039953001,-7,-9,2,0
0,1,0.31288141,10,-2,1,1
0,1,0.394690812,-7,-9,0,1
0,0,0.173197895,10,6,1,0
0,1,0.285668612,-7,-10,16,1
0,0,0.236760095,-9,-9,4,1
1,0,0.0114458,10,10,14,0
0,1,0.418132812,10,-5,3,1
1,0,0.0180985,10,5,6,1
0,0,0.0340918,-1,-5,13,0
1,1,0.081926897,10,-7,1,1
1,1,0.828721583,-7,-8,13,1
0,0,0.222869396,5,-5,6,0
0,0,0.705445528,-3,-9,2,0
0,1,0.320987701,10,-5,16,0
0,0,0.171192303,4,-5,16,0
0,0,0.080670498,10,-7,2,0
0,0,0.082217596,4,-1,16,0
0,1,0.414300799,-3,-9,1,1
0,0,0.087571703,-7,-7,2,0
0,1,0.425875902,10,-7,1,1
0,0,0.2182796,7,-8,1,0
0,0,0.697053015,4,-7,17,0
1,1,0.907460928,10,-7,0,1
0,0,0.139292195,8,-9,3,0
0,0,0.680316329,10,10,17,0
1,0,0.170432895,-7,-8,17,0
0,1,0.513911605,2,-7,13,1
1,0,0.049160101,10,-8,0,1
0,0,0.653658509,10,-7,7,0
0,1,0.210610196,10,-5,6,1
0,1,0.360792488,10,-7,0,1
0,0,0.059311599,-1,-8,14,0
0,0,0.434938103,10,-9,17,0
0,0,0.320150614,5,-9,7,0
0,0,0.372950792,10,-7,17,0
0,1,0.819413126,8,-9,12,1
0,0,0.051591601,8,-8,1,0
0,1,0.384767503,10,3,0,1
0,0,0.0714157,-7,-7,17,0
0,1,0.377754986,-7,-9,0,1
0,0,0.0153754,10,-9,3,0
0,0,0.398236305,7,7,15,0
0,0,0.044296701,-7,-7,3,0
0,0,0.238545403,10,-5,1,0
0,0,0.0194926,8,-7,1,0
0,0,0.913838089,-3,-9,1,0
0,0,0.456493288,3,-7,14,0
0,1,0.52929163,6,-1,2,1
0,1,0.360303193,-3,-9,0,1
1,1,0.368376493,10,-7,0,1
0,1,0.217577696,7,-9,1,1
0,0,0.311675191,-9,-9,3,0
1,1,0.368293196,10,-7,0,1
0,0,0.893393397,-9,-9,7,0
0,1,0.53132391,10,4,4,1
0,0,0.731810212,-9,-10,9,0
0,0,0.782299817,10,-7,15,0
0,1,0.941313624,10,-7,0,1
1,1,0.0557088,-7,-10,3,1
0,0,0.0580865,-7,-10,3,0
0,1,0.627762079,10,-9,0,1
0,1,0.371817797,9,1,0,1
0,0,0.475662798,10,-5,11,1
0,0,0.717488825,7,-5,15,0
0,0,0.508023918,10,-9,17,0
1,0,0.0073365,10,-1,7,1
0,0,0.387556702,10,-6,17,0
0,0,0.249097496,10,-7,3,0
0,1,0.721446872,3,-8,0,1
1,1,0.0183692,10,-7,8,1
1,0,0.642495394,5,3,17,1
0,1,0.967873812,-1,-8,0,1
1,1,0.116722897,-8,-8,0,1
0,0,0.082261696,7,-7,1,0
1,0,0.0133355,10,0,0,1
0,0,0.299257994,5,-9,17,0
0,0,0.2058319,8,-7,3,0
0,0,0.840470016,10,-7,18,0
0,1,0.202264503,10,-5,0,1
0,0,0.426401913,8,-7,16,0
1,0,0.0470002,10,-8,0,1
0,0,0.48284629,10,-9,2,0
1,0,0.0021651,10,-8,3,0
0,1,0.979591787,-3,-5,2,1
0,0,0.779697418,10,1,17,0
0,0,0.122400902,-9,-9,10,0
1,0,0.0069723,10,-9,11,1
0,0,0.33413741,10,-7,18,0
0,0,0.117076598,4,-7,4,0
0,1,0.248300999,10,-7,18,1
0,0,0.134180307,-1,-7,4,0
0,0,0.237150103,2,-3,10,0
0,1,0.350476086,-3,-9,0,1
1,0,0.491256088,10,-8,1,1
0,0,0.176487297,10,-5,15,0
0,1,0.363162905,9,1,0,1
1,1,0.386649609,10,-7,0,1
0,0,0.045867998,-5,-9,15,0
0,1,0.362543911,10,-7,0,1
0,0,0.429187387,10,-8,15,0
0,0,0.539437473,10,-7,2,1
0,0,0.563591003,-7,-9,4,0
0,0,0.297263503,3,-9,15,0
0,0,0.088870898,-7,-9,4,0
1,1,0.0611149,10,-7,8,1
0,0,0.341391891,2,-7,18,0
0,0,0.79020828,10,6,18,0
0,0,0.817902625,-1,-7,8,0
0,0,0.702568293,-5,-8,15,0
0,0,0.716803789,0,-9,18,0
0,0,0.118019201,3,-9,8,0
0,1,0.943554521,10,-7,0,1
0,0,0.340611309,10,10,2,0
0,0,0.072207101,-7,-7,4,0
0,1,0.293524712,-7,-10,0,1
0,1,0.631637216,10,-9,0,1
1,1,0.595522821,9,-8,0,1
1,0,0.004096,5,-7,4,1
0,0,0.143853799,-1,-7,4,0
0,0,0.771512985,1,-1,17,0
1,0,0.051738601,10,-7,1,1
0,1,0.290016502,7,-9,4,0
0,1,0.377242386,-7,-9,0,1
0,0,0.673813224,-1,-8,4,0
0,0,0.043956,-7,-8,18,0
0,1,0.69437021,3,-8,0,1
0,1,0.377022296,10,3,0,1
0,0,0.408080786,-6,-7,18,0
1,1,0.372058302,10,-7,0,1
0,0,0.318132788,-8,-9,10,0
1,1,0.803675771,-7,-8,1,1
0,0,0.898746371,2,-9,18,0
0,1,0.523923397,6,-1,0,1
0,0,0.1330152,5,-1,18,0
1,0,0.007215,10,-9,0,1
0,0,0.0258766,8,-7,3,0
0,1,0.152222306,-7,-9,1,1
0,1,0.507614315,10,2,5,1
0,0,0.625,10,7,5,0
0,1,0.294605911,9,-7,2,1
0,1,0.388888806,-7,-9,0,1
0,0,0.0175585,9,-6,5,0
0,0,0.258455306,10,-10,19,0
0,0,0.41234839,7,7,9,0
0,0,0.056883801,8,-7,3,0
0,1,0.365538687,9,1,0,1
0,0,0.991146207,10,5,19,0
0,0,0.442906588,10,2,19,0
0,0,0.190339401,-7,-9,19,0
1,0,0.015308,10,-9,7,0
0,0,0.818739116,7,-7,9,0
0,0,0.603550315,2,0,2,0
1,1,0.816170514,-7,-9,0,1
1,0,0.069503799,10,-7,19,0
0,0,0.048593,-6,-7,5,0
0,0,0.020830899,10,2,13,0
0,0,0.137188107,-1,-5,19,0
0,0,0.945255518,0,-9,7,0
0,0,0.788489282,10,1,18,0
0,1,0.029519601,9,-9,2,1
0,0,0.545129299,-3,-7,11,0
0,0,0.029618099,10,-9,3,0
0,0,0.564001918,-5,-10,16,0
0,1,0.470452011,-7,-9,1,0
0,0,0.0188183,-6,-7,5,0
0,1,0.529285073,6,-1,0,1
0,0,0.109992303,-4,-7,19,0
0,0,0.070382103,10,-8,19,0
0,0,0.667335689,-3,-8,8,1
0,0,0.363636404,2,-6,5,0
1,1,0.405814499,10,-7,0,1
0,0,0.535433114,10,-9,19,0
0,0,0.122163802,2,1,2,0
0,1,0.339991003,-3,-9,0,1
0,0,0.309848994,-6,-9,5,0
0,1,0.763318777,7,2,2,1
0,0,0.238744006,10,-7,17,1
0,1,0.437418699,9,-5,2,1
0,1,0.593941092,-5,-10,3,1
0,0,0.223330006,7,-9,3,0
0,1,0.918047309,-3,-7,11,0
0,0,0.236779302,10,-9,19,0
0,0,0.917874515,7,-9,5,0
0,1,0.195933506,10,-5,0,1
0,0,0.380288094,10,-9,5,0
1,0,0.048174601,10,-8,0,1
1,1,0.59179002,9,-9,0,1
1,0,0.364793211,10,-7,2,1
0,0,0.273175597,-7,-7,13,0
0,0,0.471151888,10,-5,1,1
1,0,0.0022956,-7,-9,4,0
0,0,0.303507388,10,1,18,0
0,0,0.428429395,10,-6,5,0
0,1,0.232727304,7,-9,0,1
0,0,0.0120473,10,-6,19,0
0,0,0.137767404,9,7,18,0
0,1,0.26047951,-7,-10,0,1
0,0,0.091531403,10,-9,5,0
0,0,0.1404358,10,-7,5,0
0,0,0.885446727,6,-7,19,0
0,0,0.992125988,8,-1,19,0
0,1,0.990269423,10,-7,0,1
0,0,0.876142979,5,-7,17,0
0,0,0.609765828,-1,-7,19,0
0,1,0.416190505,7,-9,3,1
0,1,0.92753619,7,0,5,0
0,1,0.242718503,-6,-9,2,1
0,0,0.0498363,4,-7,5,0
0,0,0.024065999,-7,-7,6,0
0,0,0.782808483,5,-10,20,0
0,0,0.436996013,7,-7,18,0
0,0,0.573152304,2,-7,6,0
0,1,0.976978421,10,-7,0,1
0,0,0.283948302,-1,-7,20,0
0,0,0.566712499,3,-9,6,0
0,0,0.221173495,10,-10,14,0
0,0,0.183935896,10,-1,20,0
0,0,0.075740002,-7,-8,6,0
0,0,0.424986392,10,9,19,0
0,1,0.272973686,-7,-10,0,1
0,0,0.874729991,3,2,2,0
0,0,0.245943695,10,-7,6,0
0,1,0.622718096,-7,-9,5,1
0,0,0.0140343,10,-7,14,0
0,0,0.422857195,10,-7,6,0
1,0,0.1012052,10,-9,12,1
0,0,0.896727979,9,-7,20,0
0,0,0.243243203,10,0,20,0
0,0,0.1500175,-9,-9,2,0
0,0,0.372199386,10,-7,6,0
0,0,0.134302497,10,4,4,0
0,1,0.594106793,-5,-10,0,1
0,0,0.395112008,10,-7,20,0
0,1,0.357019097,7,-9,6,1
0,0,0.445033103,-7,-9,6,0
0,0,0.099241897,10,0,20,0
0,0,0.0250243,-6,-7,6,0
1,0,0.51452601,10,-6,0,1
1,0,0.133431107,10,-9,20,1
1,0,0.0154818,10,0,0,1
0,0,0.87379688,6,-7,20,0
0,0,0.266097188,2,-9,2,1
1,0,0.312597185,10,-7,20,0
0,1,0.352703989,9,1,0,1
0,0,0.357708693,4,-9,10,0
0,0,0.118705697,3,-9,10,0
0,0,0.281938314,5,-9,20,0
0,0,0.871194422,-4,-9,20,0
0,0,0.318329692,-7,-9,10,0
0,1,0.854477584,0,-8,20,0
0,0,0.392248601,6,-9,10,0
0,1,0.899082482,-9,-9,6,1
1,1,0.107976601,-8,-9,0,1
1,0,0.1272192,9,-9,12,0
0,0,0.0400295,3,-7,6,0
1,0,0.050992299,5,0,3,0
0,0,0.645161271,8,-9,6,0
0,1,0.358517796,10,3,1,1
1,0,0.0171344,10,-7,9,0
1,1,0.892971992,10,-7,0,1
1,0,0.117964499,10,-6,17,0
1,1,0.827719808,-7,-9,0,1
0,0,0.690909088,-7,-9,6,0
0,0,0.576470613,-7,-9,8,1
0,0,0.0331438,10,-1,20,0
0,0,0.398221999,-9,-9,6,0
0,0,0.948288381,10,0,3,0
0,0,0.515346229,10,0,3,0
0,0,0.059113301,10,-9,5,0
0,0,0.331034511,-7,-7,6,0
0,1,0.232727304,7,-9,0,1
0,0,0.73007369,7,-3,10,0
0,0,0.112522699,10,-7,6,0
1,0,0.0028781,10,-9,8,1
0,0,0.099512197,10,-6,20,0
0,0,0.180564299,6,0,20,0
0,1,0.126712307,-5,-9,4,1
1,0,0.0029148,10,-7,15,0
1,0,0.348713398,10,-7,1,1
0,0,0.067469202,-9,-9,7,0
0,0,0.674033225,9,-7,10,0
0,0,0.357275695,10,9,19,0
0,0,0.879246116,6,-9,11,0
0,0,0.240340605,10,0,4,0
1,0,0.0095077,-2,-9,2,0
0,0,0.082440399,3,-7,18,0
0,1,0.391691387,-3,-9,0,1
0,0,0.226987794,10,8,21,0
0,0,0.148589596,-4,-7,21,0
1,0,0.017500799,9,-7,10,1
1,1,0.426317513,10,-7,1,1
0,0,0.041761901,3,-7,7,0
0,1,0.540592015,6,-9,1,1
1,0,0.0126405,5,-7,7,0
1,1,0.61255461,9,-9,0,1
0,0,0.93877548,-7,-8,7,0
1,0,0.0203274,10,-5,8,0
0,0,0.232955694,10,-9,7,0
0,0,0.827348471,10,9,19,0
0,0,0.2889992,10,-2,2,0
0,0,0.0208563,4,1,1,0
0,0,0.035992701,10,-7,7,0
0,1,0.495745897,9,-7,2,1
0,0,0.049522199,10,-9,14,0
1,0,0.018115999,5,-1,21,0
1,1,0.830224574,-7,-9,0,1
1,1,0.104608797,3,-7,1,1
0,0,0.064588502,-7,-8,21,0
0,0,0.0119098,1,-7,7,0
0,1,0.384187311,10,-9,4,1
0,0,0.066573597,3,0,18,0
0,0,0.0822239,3,-9,18,0
0,0,0.387118191,-9,-9,11,0
0,0,0.081606999,10,-7,7,0
0,0,0.719101191,-3,-7,7,0
0,1,0.367799193,9,1,0,1
0,0,0.839742124,-9,-9,7,1
0,0,0.829568684,4,-3,21,0
0,0,0.053791899,10,8,5,0
0,0,0.157954007,10,3,18,0
0,0,0.167714804,-1,-7,21,0
0,0,0.036894899,10,-6,21,0
0,0,0.81139338,10,3,21,0
1,0,0.0070146,10,-1,3,1
0,0,0.054977801,10,10,10,0
0,0,0.699186981,-7,-9,3,0
0,0,0.748495817,-6,-7,5,0
0,0,0.288248301,10,-7,7,0
1,1,0.106008798,-8,-9,0,1
0,0,0.262781709,10,7,7,0
0,1,0.272794604,-7,-10,0,1
0,0,0.426404208,10,-6,5,0
0,0,0.607034683,7,-6,21,0
0,0,0.178083494,7,3,18,0
0,0,0.045208801,9,-7,6,0
0,0,0.196078405,10,-7,2,0
0,0,0.028917599,-7,-9,6,0
0,0,0.324942797,10,-7,10,0
0,0,0.123599902,-7,-9,7,1
0,0,0.28793779,7,-9,6,0
0,1,0.247411996,7,-9,0,1
1,0,0.0104758,10,-9,0,1
0,0,0.9538064,6,-7,21,1
0,1,0.422421306,10,-7,10,0
0,0,0.393724293,5,3,21,0
0,1,0.913946629,-9,-9,0,1
0,1,0.491264105,7,0,2,1
0,0,0.32921809,-6,-7,5,0
0,1,0.719848812,7,-9,11,1
0,0,0.2090514,-7,-10,21,0
0,0,0.515436292,-2,-7,2,0
0,1,0.97032541,9,-7,0,1
0,0,0.0307144,-7,-7,7,0
0,1,0.471825093,-7,-9,0,1
0,0,0.628422379,7,3,8,0
0,0,0.347343296,-7,-9,15,0
1,0,0.0317498,6,-7,22,1
0,0,0.0030223,10,10,3,0
0,0,0.0082015,10,-9,14,0
0,0,0.365018696,10,9,13,0
0,0,0.237070903,10,-7,8,0
0,0,0.0071212,10,4,3,0
1,0,0.0487491,10,-9,0,1
0,0,0.188481703,-7,-8,22,0
0,0,0.516338885,10,-8,14,0
0,0,0.057808802,-9,-9,7,0
0,0,0.98288691,6,-7,0,1
0,0,0.150669098,4,0,4,1
0,0,0.972933292,4,-9,20,0
0,0,0.975745022,5,-9,22,0
0,0,0.234432206,-9,-9,20,0
1,1,0.460828513,10,-7,0,1
0,0,0.1491054,10,-9,8,0
0,0,0.782407403,3,-7,8,0
0,0,0.465572208,-9,-9,12,0
0,0,0.111798503,-7,-9,7,0
0,1,0.552807987,10,5,11,1
0,0,0.0145023,9,-9,8,0
0,0,0.561824679,-4,-8,22,0
0,0,0.555720687,7,-9,8,0
0,0,0.0032803,10,1,2,0
0,0,0.159453303,10,-7,22,0
1,0,0.0102665,10,-9,0,1
1,0,0.062598899,10,-7,3,1
0,0,0.496487111,-9,-9,8,0
0,0,0.481530309,5,-9,15,1
0,1,0.0257558,9,-9,2,1
0,0,0.0246046,10,-7,20,0
1,1,0.871182203,10,-7,0,1
0,1,0.958563626,9,-7,0,1
0,1,0.71767813,7,-6,6,1
0,1,0.1161917,3,-6,8,0
1,0,0.078937799,-7,-9,22,1
1,0,0.0026982,10,5,22,0
0,0,0.399636388,10,-10,11,0
1,0,0.462192714,10,-9,3,1
0,0,0.917833209,9,-9,6,1
0,0,0.039332699,10,-7,6,0
0,0,0.077473603,2,-3,7,0
1,0,0.158664793,-7,-9,8,1
0,0,0.0310205,10,-7,22,0
1,1,0.806413114,-7,-9,0,1
0,0,0.72140038,-7,-7,22,0
0,0,0.025616501,10,-7,8,0
0,0,0.035123002,10,10,22,0
0,0,0.101605698,7,-7,8,0
1,0,0.009407,-7,-7,11,1
1,0,0.09629,4,-9,22,0
0,0,0.988703787,10,-10,22,0
0,0,0.111172199,-7,-7,22,0
0,0,0.526970983,-7,-9,8,0
0,0,0.420673013,8,-7,6,0
0,0,0.0145243,10,-7,3,0
0,0,0.945809484,10,-7,13,0
0,0,0.313178301,-6,-6,6,0
1,0,0.0240034,10,-7,22,0
0,1,0.462009192,9,2,2,1
1,0,0.00334,10,-9,4,0
0,1,0.38685739,-3,-9,0,1
0,0,0.417959601,-9,-9,6,0
0,0,0.0261585,-7,-10,8,0
0,0,0.703601122,-7,-8,8,0
0,1,0.413542986,-3,-10,1,1
0,1,0.448945493,2,-9,0,1
0,0,0.018634601,9,-8,3,0
0,0,0.358741909,10,-9,15,1
0,0,0.181008101,10,-7,23,0
0,0,0.119343303,10,-10,23,0
1,1,0.0496695,-7,-9,9,1
0,0,0.249376506,7,-7,23,0
0,1,0.589057326,-7,-10,2,1
0,1,0.370034486,9,-2,1,1
0,0,0.066566303,10,-5,7,0
0,1,0.752186477,-7,-9,9,1
0,0,0.899169683,-7,-9,9,0
0,0,0.1049188,10,-7,9,0
0,0,0.614318609,10,-6,9,0
1,0,0.0209898,10,-7,6,1
1,0,0.0038842,-7,-7,17,0
0,0,0.6412884,-7,-7,9,0
0,0,0.55217129,10,-7,23,0
0,0,0.848192811,-7,-7,7,0
0,1,0.995124519,10,10,23,1
0,0,0.891139328,-7,-7,7,0
0,0,0.0249712,10,-9,9,0
0,0,0.0280181,10,-6,23,0
0,0,0.31506151,6,-7,20,0
0,0,0.548855305,3,2,20,0
0,0,0.64415592,8,3,12,0
1,0,0.018550901,9,-7,1,0
0,0,0.375296801,9,-3,1,0
0,0,0.026983,9,-7,3,0
0,1,0.902325511,4,0,2,1
0,0,0.1196872,-7,-7,7,0
1,0,0.147720307,-7,-7,20,0
0,0,0.122258201,-7,-9,1,1
0,0,0.924286425,-7,-7,23,0
0,0,0.024654601,9,-7,3,0
0,0,0.236011595,10,-9,17,0
1,1,0.023451701,10,-7,8,1
0,0,0.284494013,-7,-9,5,1
0,0,0.102226697,-9,-9,11,0
0,0,0.282828301,9,-9,5,0
0,0,0.922141075,-1,-9,9,0
0,0,0.346606493,-8,-9,15,1
0,0,0.903954685,0,-7,5,0
0,0,0.506527424,0,-7,5,0
0,1,0.159399897,-7,-9,3,1
1,1,0.641163886,9,-9,1,1
0,0,0.321642786,10,-7,23,0
0,0,0.084671497,1,-10,3,0
0,0,0.952523112,10,-9,23,0
0,1,0.251832098,-5,-10,2,1
0,0,0.260408312,10,-10,14,0
0,0,0.975845516,-7,-9,11,0
0,0,0.109026901,-7,-7,7,0
0,0,0.153718397,1,-7,8,0
0,0,0.0573771,10,10,4,0
0,0,0.198400006,-7,-7,7,0
0,0,0.176059604,10,-5,2,0
0,0,0.858329713,-9,-9,1,1
1,1,0.798336685,-7,-9,0,1
0,0,0.860841393,-6,-9,9,0
0,1,0.040474501,7,1,1,1
0,1,0.533607006,-7,-7,23,0
1,0,0.052295201,10,-9,0,1
1,0,0.466555804,10,-7,23,1
0,0,0.165137604,10,-7,23,0
0,0,0.236995697,10,-9,7,0
0,0,0.830372214,-7,-9,9,0
0,1,0.025438899,9,-9,0,1
0,1,0.477913886,2,-7,5,1
0,0,0.29142639,-7,-9,9,0
0,0,0.134486303,3,-3,15,0
0,0,0.472715586,10,-7,23,0
0,1,0.891265571,0,-1,23,1
0,0,0.045147799,-7,-8,20,0
0,0,0.538687587,-9,-9,8,0
0,0,0.591093183,8,-7,7,0
0,0,0.0073892,10,4,4,0
0,0,0.367346913,10,-7,9,0
0,0,0.0023224,10,1,3,0
0,1,0.1028938,10,4,3,1
1,1,0.467765599,10,-7,0,1
0,1,0.169979498,8,-9,23,1
0,1,0.372848898,9,-2,0,1
0,0,0.983893812,9,-9,1,1
0,0,0.039094299,-7,-7,10,0
1,0,0.021614701,10,-7,10,0
0,0,0.380229592,-6,-9,14,0
0,1,0.390621513,9,-7,0,1
0,0,0.169083804,-7,-7,10,0
0,0,0.077327102,10,-4,10,0
0,0,0.559761822,10,-9,24,0
0,0,0.045089599,10,-7,10,0
0,0,0.452185214,-7,-7,24,0
1,0,0.373304814,8,-10,24,0
0,1,0.040425502,9,1,0,1
0,0,0.581209779,-7,-7,10,0
1,1,0.890377283,10,-7,0,1
0,0,0.151746705,10,-7,10,0
0,1,0.740090489,3,-9,0,1
0,0,0.273398995,-1,-7,10,0
0,1,0.754854321,1,0,24,1
0,0,0.787562788,-7,-9,24,0
0,0,0.140730694,-6,-7,24,0
0,0,0.382264405,8,2,22,0
0,0,0.976127386,-7,-7,10,0
0,0,0.590798974,-5,-9,6,0
0,0,0.224293098,9,-9,24,0
0,1,0.110763296,1,-6,10,0
0,0,0.149375096,3,-7,9,0
1,0,0.316666692,10,-7,2,1
0,0,0.020494699,-9,-10,4,0
1,0,0.0141201,10,-9,12,1
0,0,0.381347209,-3,-7,7,0
0,0,0.094836399,-7,-9,9,0
0,0,0.68704617,-7,-9,8,0
1,0,0.0175664,-7,-9,24,1
0,1,0.907578588,4,0,0,1
0,0,0.122621499,8,-9,4,0
0,0,0.368586391,-7,-9,10,0
0,0,0.486157894,-7,-7,24,0
0,0,0.808471382,10,-7,24,0
0,1,0.70211798,-9,-9,3,1
0,0,0.032363199,10,4,5,0
0,0,0.269855499,9,9,23,0
0,0,0.474999994,-6,-7,3,0
0,0,0.310850501,-4,-9,9,0
0,0,0.830188572,10,10,5,0
0,0,0.338362098,8,3,8,0
0,0,0.293370992,10,-6,24,0
0,0,0.0008664,10,0,2,0
0,0,0.436332703,9,3,13,0
0,0,0.466535389,-8,-9,24,0
0,0,0.210797802,-7,-9,14,0
0,0,0.361545295,-7,-9,14,0
1,0,0.027180901,-7,-7,24,1
0,0,0.209863499,-9,-9,7,1
0,0,0.112704903,10,9,24,0
0,1,0.571100593,-7,-10,0,1
0,1,0.173053503,8,-9,0,0
0,0,0.327533096,-2,-7,23,0
1,0,0.0165803,10,10,10,0
0,1,0.387969911,0,-9,7,1
0,0,0.135449797,3,-9,11,0
0,0,0.310939312,10,2,25,0
0,0,0.285500586,-7,-7,25,0
0,1,0.476821214,-5,-7,9,1
0,1,0.684931517,-7,-7,2,1
0,0,0.460732907,-1,-7,11,0
0,0,0.117841497,-7,-8,15,0
0,1,0.376114994,9,-2,0,1
0,0,0.459130406,-7,-7,11,0
0,0,0.546984613,1,-7,11,0
0,1,0.717922091,-7,-7,25,1
1,0,0.139895007,-6,-8,25,0
0,0,0.259878904,3,-9,22,0
0,0,0.497221589,6,-7,25,0
0,0,0.167069405,-7,-7,11,0
0,0,0.542604625,10,-9,9,0
0,0,0.042799398,10,10,25,0
0,0,0.160747603,4,0,0,1
0,0,0.208512694,9,-9,11,0
0,0,0.007425,10,4,6,0
0,0,0.040043801,7,-7,11,0
0,0,0.994997978,10,-7,17,0
0,0,0.385136813,10,-9,16,0
0,0,0.230411097,10,10,25,0
0,0,0.045554999,-7,-8,22,0
0,0,0.609813809,8,-9,15,0
0,0,0.81174171,-6,-10,25,0
0,1,0.868277907,9,-9,0,1
0,0,0.147834405,3,0,22,0
0,1,0.696007311,-9,-9,0,1
1,0,0.104324698,8,5,14,0
0,0,0.134533197,-7,-9,13,0
0,0,0.070806302,-6,-7,10,0
0,0,0.293333292,0,-7,11,0
1,1,0.085782297,-7,-7,25,1
1,1,0.039896,10,10,25,0
0,0,0.151310906,10,-7,25,0
0,0,0.106653497,-3,-9,23,0
0,0,0.0969567,0,-10,25,0
1,0,0.0224187,9,-7,0,1
1,1,0.591699421,9,-8,1,1
0,0,0.024153501,9,8,24,0
0,0,0.458583504,-6,-9,10,0
0,0,0.069862202,10,-7,25,0
0,1,0.397341698,10,-9,3,1
0,0,0.958793998,1,-7,11,0
0,0,0.211034805,-9,-9,9,0
0,0,0.041354898,10,-6,25,0
1,1,0.029809499,10,-7,8,1
0,0,0.919664323,8,-9,23,0
0,0,0.208142996,10,-7,16,0
0,0,0.703703582,9,8,3,0
0,1,0.523142695,-7,-10,0,1
0,1,0.803953171,-7,-7,18,1
0,1,0.85510689,-7,-8,25,0
1,0,0.0082335,10,0,3,1
0,0,0.080532402,-7,-7,11,0
0,0,0.303088486,-7,-8,15,0
0,0,0.59331578,9,-3,8,0
0,0,0.59211731,0,-3,25,0
0,1,0.150129393,-7,-9,0,1
0,0,0.0054878,9,8,9,0
0,0,0.605177999,5,5,14,0
0,1,0.839416027,-7,-7,9,1
